https://jfourier.com/ads/	ads.html	30703	
https://jfourier.com/audience/	audience.html	19916	
https://jfourier.com/messages/	messages.html	46101	
https://jfourier.com/messages/2/	messages_2.html	35011	
https://jfourier.com/messages/3/	messages_3.html	38016	
https://jfourier.com/messages/4/	messages_4.html	41101	
https://jfourier.com/messages/5/	messages_5.html	53457	
https://jfourier.com/messages/6/	messages_6.html	43466	
https://jfourier.com/messages/7/	messages_7.html	39808	
https://jfourier.com/messages/8/	messages_8.html	42787	
https://jfourier.com/messages/9/	messages_9.html	43694	
https://jfourier.com/messages/10/	messages_10.html	48309	
https://jfourier.com/messages/11/	messages_11.html	38129	
https://jfourier.com/messages/12/	messages_12.html	42708	
https://jfourier.com/messages/13/	messages_13.html	45775	
https://jfourier.com/messages/14/	messages_14.html	53266	
https://jfourier.com/messages/15/	messages_15.html	43353	
https://jfourier.com/messages/16/	messages_16.html	53832	
https://jfourier.com/messages/17/	messages_17.html	68715	
https://jfourier.com/messages/18/	messages_18.html	46425	
https://jfourier.com/messages/19/	messages_19.html	56407	
https://jfourier.com/messages/20/	messages_20.html	53883	
https://jfourier.com/messages/21/	messages_21.html	62068	
https://jfourier.com/messages/22/	messages_22.html	58498	
https://jfourier.com/messages/23/	messages_23.html	69318	
https://jfourier.com/messages/24/	messages_24.html	49784	
https://jfourier.com/messages/25/	messages_25.html	45780	
https://jfourier.com/posts/4-pravila/	posts_4-pravila.html	16469	
https://jfourier.com/posts/9-dlya-primera-vozmem-primata-chatgpt-griby-i-osminoga/	posts_9-dlya-primera-vozmem-primata-chatgpt-griby-i-osminoga.html	20534	
https://jfourier.com/posts/10-a-vot-otlichnaya-nahodka-kitayskih-kolleg-izuchayuschih-bols/	posts_10-a-vot-otlichnaya-nahodka-kitayskih-kolleg-izuchayuschih-bols.html	18830	
https://jfourier.com/posts/11-v-nature-medicine-opublikovali-issledovanie-pro-dolgovremenn/	posts_11-v-nature-medicine-opublikovali-issledovanie-pro-dolgovremenn.html	17632	
https://jfourier.com/posts/12-poka-vy-tut-sidite-obnovili-odin-iz-samyh-populyarnyh-poster/	posts_12-poka-vy-tut-sidite-obnovili-odin-iz-samyh-populyarnyh-poster.html	13821	
https://jfourier.com/posts/13-poyavilsya-interesnyy-variant-zapaseniya-energii-esli-ochen/	posts_13-poyavilsya-interesnyy-variant-zapaseniya-energii-esli-ochen.html	16363	
https://jfourier.com/posts/14-kitayskie-issledovateli-opyat-izdevayutsya-nad-bolshimi-yazy/	posts_14-kitayskie-issledovateli-opyat-izdevayutsya-nad-bolshimi-yazy.html	24261	
https://jfourier.com/posts/16-gravitatsiya-ne-sila/	posts_16-gravitatsiya-ne-sila.html	18418	
https://jfourier.com/posts/17-oblepiha-loh/	posts_17-oblepiha-loh.html	11790	
https://jfourier.com/posts/18-sovet-kak-nachat-iskat-uranovye-mestorozhdeniya-s-minimalnym/	posts_18-sovet-kak-nachat-iskat-uranovye-mestorozhdeniya-s-minimalnym.html	14545	
https://jfourier.com/posts/19-korotkiy-apdeyt-chto-vy-propustili-so-shkoly/	posts_19-korotkiy-apdeyt-chto-vy-propustili-so-shkoly.html	20465	
https://jfourier.com/posts/20-koroche-my-vklyuchili-kommentarii-a-esche-nedavno-prishlo-mn/	posts_20-koroche-my-vklyuchili-kommentarii-a-esche-nedavno-prishlo-mn.html	14509	
https://jfourier.com/posts/21-znachit-tsifry-i-chisla-pochemu-to-ih-chasto-putayut/	posts_21-znachit-tsifry-i-chisla-pochemu-to-ih-chasto-putayut.html	16158	
https://jfourier.com/posts/22-gpt-4v-eto-staryy-dobryy-gpt4-kotoryy-mozhet-poluchat-na-vho/	posts_22-gpt-4v-eto-staryy-dobryy-gpt4-kotoryy-mozhet-poluchat-na-vho.html	37871	
https://jfourier.com/posts/29-dazhe-ne-pytaytes-povtoryat-etot-eksperiment-v-domashnih-usl/	posts_29-dazhe-ne-pytaytes-povtoryat-etot-eksperiment-v-domashnih-usl.html	17652	
https://jfourier.com/posts/30-tut-vtoroy-ofigennyy-proryv-posle-4v/	posts_30-tut-vtoroy-ofigennyy-proryv-posle-4v.html	14903	
